NAME,CITY,STATE,ZIP,ZIP_PLUS4,COUNTY_CODE,COUNTY_NAME,MSA,market_segment2,units,EMPLOYEES,years_in_business,annual_sales
MART CHECK,SYMSONIA,KY,42082,9353,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
CAROL'S COUNTRY STORE & DELI,TILINE,KY,42083,9217,21139,LIVINGSTON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
ALDI,HOPKINSVILLE,KY,42240,4671,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
BEN S WOOD CORP,HOPKINSVILLE,KY,42240,1874,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
BALLARD COUNTY CONVENIENCE,WICKLIFFE,KY,42087,9410,21007,BALLARD,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
J & D FISH MARKET,WICKLIFFE,KY,42087,,21007,BALLARD,,FISH & SEAFOOD MARKET,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CARR'S FORTY ONE N LIQUORS,HOPKINSVILLE,KY,42240,2784,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
MERS INC,WICKLIFFE,KY,42087,,21007,BALLARD,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
TOWN & COUNTRY SUPERMARKET,WICKLIFFE,KY,42087,9407,21007,BALLARD,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
CURRY'S GROCERY,WINGO,KY,42088,9029,21083,GRAVES,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
K Y MART,WINGO,KY,42088,9002,21083,GRAVES,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
COFFMAN VALUE PLUS,HOPKINSVILLE,KY,42240,2971,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
COPPER STILL,HOPKINSVILLE,KY,42240,3330,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
COPPER STILL,HOPKINSVILLE,KY,42240,1841,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
COPPER STILL,HOPKINSVILLE,KY,42240,4662,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
COPPER STILL,HOPKINSVILLE,KY,42240,,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
FOOD LION,HOPKINSVILLE,KY,42240,9155,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
231 LIQUORS LLC,BOWLING GREEN,KY,42101,9060,21227,WARREN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
GRACE'S GROCERY,HOPKINSVILLE,KY,42240,9497,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
GRAY'S PLACE,HOPKINSVILLE,KY,42240,1104,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
HADDOCK'S GROCERY,HOPKINSVILLE,KY,42240,4411,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
7-ELEVEN,STAFFORD SPRINGS,CT,06076,1049,09013,TOLLAND,3280,CONVENIENCE STORES,501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
HOLIDAY FOOD WORLD,HOPKINSVILLE,KY,42240,5332,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
A & B EAGLE MART LLC,STAFFORD SPRINGS,CT,06076,1508,09013,TOLLAND,3280,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
HOOVER PRODUCE,HOPKINSVILLE,KY,42240,8968,21047,CHRISTIAN,1660,FRUIT AND VEGETABLE MARKETS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
BIG Y WORLD CLASS MARKET,STAFFORD SPRINGS,CT,06076,1044,09013,TOLLAND,3280,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
HOUCHENS MARKET,HOPKINSVILLE,KY,42240,1853,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
IGA,HOPKINSVILLE,KY,42240,1315,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
J & J'S PRODUCE,HOPKINSVILLE,KY,42240,3013,21047,CHRISTIAN,1660,FRUIT AND VEGETABLE MARKETS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
J Q'S FASHIONS WITH FRANCIS,HOPKINSVILLE,KY,42240,4267,21047,CHRISTIAN,1660,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
J R'S FRESH FISH,HOPKINSVILLE,KY,42240,3402,21047,CHRISTIAN,1660,MEAT MARKET,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
COLE'S SUPER SAVER,BOWLING GREEN,KY,42101,8337,21061,EDMONSON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
MURPHY USA,HOPKINSVILLE,KY,42240,4995,21047,CHRISTIAN,1660,GAS STATIONS,501+ UNITS,5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
CO-OP PACKAGE STORE,STAFFORD SPRINGS,CT,06076,1459,09013,TOLLAND,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),OVER 50,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FATTED CALF MEAT MARKET,BOWLING GREEN,KY,42101,3026,21227,WARREN,,MEAT MARKET,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
KANGAROO EXPRESS,HOPKINSVILLE,KY,42240,8943,21047,CHRISTIAN,1660,GAS STATIONS,501+ UNITS,5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
KANGAROO EXPRESS,HOPKINSVILLE,KY,42240,5605,21047,CHRISTIAN,1660,GAS STATIONS,501+ UNITS,1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
CUMBERLAND FARMS,STAFFORD SPRINGS,CT,06076,1501,09013,TOLLAND,3280,GAS STATIONS,251-500 UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
KANGAROO EXPRESS,HOPKINSVILLE,KY,42240,2744,21047,CHRISTIAN,1660,GAS STATIONS,501+ UNITS,5 TO 9,5 YEARS PLUS,">$5,000,000"
KENTUCKY HOMEMADE CANDY,HOPKINSVILLE,KY,42240,2449,21047,CHRISTIAN,1660,CONFECTIONERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
KROGER,HOPKINSVILLE,KY,42240,4954,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
LA GUNDALUPANA,HOPKINSVILLE,KY,42240,1315,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
CHUCK EVANS' LIQUOR OUTLET,BOWLING GREEN,KY,42101,9157,21227,WARREN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
CHUCK'S LIQUOR OUTLET,BOWLING GREEN,KY,42101,4463,21227,WARREN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
LIVINGSTON CUSTOM MEAT PROCESSING,HOPKINSVILLE,KY,42240,9466,21047,CHRISTIAN,1660,MEAT MARKET,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
MAX FUEL EXPRESS,HOPKINSVILLE,KY,42240,2790,21047,CHRISTIAN,1660,GAS STATIONS,INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
CROSSROADS,BOWLING GREEN,KY,42101,7327,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
DIEMER'S D & F SUPER MARKET,BOWLING GREEN,KY,42101,3413,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
FAIRVIEW SPIRITS SHOPPE,BOWLING GREEN,KY,42101,4938,21227,WARREN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
PIGGLY WIGGLY,HOPKINSVILLE,KY,42240,2310,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$2,500,001 - $5,000,000"
PLACE I LIQUORS,HOPKINSVILLE,KY,42240,4901,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
"FRED'S MINIT MART, LLC",BOWLING GREEN,KY,42101,3610,21227,WARREN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
RICHARD'S DRIVE IN LIQUOR STR,HOPKINSVILLE,KY,42240,8907,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$2,500,001 - $5,000,000"
JUDY'S COUNTRY STORE,STAFFORD SPRINGS,CT,06076,1033,09013,TOLLAND,3280,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
HADLEY ONE STOP INC,BOWLING GREEN,KY,42101,8245,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,">$5,000,000"
HOUCHENS MARKET,BOWLING GREEN,KY,42101,1816,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
HOUCHENS MARKET,BOWLING GREEN,KY,42101,3070,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
MINIT MART,BOWLING GREEN,KY,42101,9517,21227,WARREN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
MILL POND COUNTRY STORE,STAFFORD SPRINGS,CT,06076,3823,09013,TOLLAND,3280,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
RUSSELL'S COUNTRY STORE,BOWLING GREEN,KY,42101,0425,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
SAVE-A-LOT,HOPKINSVILLE,KY,42240,4960,21047,CHRISTIAN,1660,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
SKYLINE LIQUORS,HOPKINSVILLE,KY,42240,5070,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,">$5,000,000"
HERBS ROOTS & WATERS LLC,BOWLING GREEN,KY,42101,3870,21227,WARREN,,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
IGA,BOWLING GREEN,KY,42101,4030,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
HOUCHENS MARKET,BOWLING GREEN,KY,42101,7102,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
HOUCHENS MARKET,BOWLING GREEN,KY,42101,7619,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
HOUCHENS MARKET,BOWLING GREEN,KY,42101,3759,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
HOUCHENS MARKET,BOWLING GREEN,KY,42101,3959,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
IGA,BOWLING GREEN,KY,42101,9685,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
IGA,BOWLING GREEN,KY,42101,5025,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
RANDAZZO PACKAGE STORE,STAFFORD SPRINGS,CT,06076,1069,09013,TOLLAND,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
JR FOOD STORES,BOWLING GREEN,KY,42101,1816,21227,WARREN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
JR FOOD STORES,BOWLING GREEN,KY,42101,8402,21227,WARREN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
JR FOOD STORES,BOWLING GREEN,KY,42101,2418,21227,WARREN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,">$5,000,000"
JR FOOD STORES,BOWLING GREEN,KY,42101,1865,21227,WARREN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
JR FOOD STORES,BOWLING GREEN,KY,42101,3429,21227,WARREN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
JR FOOD STORES,BOWLING GREEN,KY,42101,3980,21227,WARREN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
JR FOOD STORES,BOWLING GREEN,KY,42101,7105,21227,WARREN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
REJA,STAFFORD SPRINGS,CT,06076,4317,09013,TOLLAND,3280,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
WESTGATE PACKAGE STORE,HOPKINSVILLE,KY,42240,1831,21047,CHRISTIAN,1660,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
WOODY'S COUNTRY STORE,HOPKINSVILLE,KY,42240,8436,21047,CHRISTIAN,1660,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
KROGER,BOWLING GREEN,KY,42101,1770,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
LOS CAMARADOS,BOWLING GREEN,KY,42101,1828,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
MEDITERRAN FOOD STORE,BOWLING GREEN,KY,42101,3994,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
MERCADITO HISPANO,BOWLING GREEN,KY,42101,2039,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
PODRINJKA GROCERY STORE,BOWLING GREEN,KY,42101,5234,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
RICH POND MARKET & DELI,BOWLING GREEN,KY,42101,8835,21227,WARREN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
RICHARDSVILLE MARKET,BOWLING GREEN,KY,42101,8939,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
RIVERVIEW GROCERY,BOWLING GREEN,KY,42101,8559,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
SAVE-A-LOT,BOWLING GREEN,KY,42101,4906,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
SAVE-A-LOT,BOWLING GREEN,KY,42101,3959,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
STAFFORD FOOD CENTER,STAFFORD SPRINGS,CT,06076,1459,09013,TOLLAND,3280,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
SOUTHERN BELLE DAIRY,BOWLING GREEN,KY,42101,5419,21227,WARREN,,OTHER FOOD SPECIALIST RETAILERS,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
U & V LIQUOR,BOWLING GREEN,KY,42101,8007,21227,WARREN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
VETTE CITY LIQUORS,BOWLING GREEN,KY,42101,7126,21227,WARREN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$1,000,001 - $2,500,000"
STAFFORD SPIRITS,STAFFORD SPRINGS,CT,06076,1064,09013,TOLLAND,3280,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
IGA,LEWISBURG,KY,42256,9213,21141,LOGAN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
LITTLE KORNER MARKET,LEWISBURG,KY,42256,9514,21031,BUTLER,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
THIESING'S GROCERY,STAFFORD SPRINGS,CT,06076,1327,09013,TOLLAND,3280,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CROSSROADS 776,BOWLING GREEN,KY,42103,9061,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
HONEYBAKED HAM,BOWLING GREEN,KY,42103,7116,21227,WARREN,,MEAT MARKET,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
I-65 LIQUORS LLC,BOWLING GREEN,KY,42103,7015,21227,WARREN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
JR FOOD STORES,BOWLING GREEN,KY,42103,9061,21227,WARREN,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000"
OMNI CUSTOM MEATS INC,BOWLING GREEN,KY,42103,7020,21227,WARREN,,MEAT MARKET,INDEPENDENT (1-9 UNITS),20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
AIRPORT LIQUORS,BOWLING GREEN,KY,42104,4108,21227,WARREN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
CHUCK'S LIQUOR OUTLET,BOWLING GREEN,KY,42104,3245,21227,WARREN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
CHUCK'S WINE & SPIRITS,BOWLING GREEN,KY,42104,7519,21227,WARREN,,LIQUOR STORES,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000"
WEBB'S GROCERY & GUN SHOP,MAMMOTH CAVE,KY,42259,8421,21061,EDMONSON,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
BELCHER'S KUNTRY KORNER,MORGANTOWN,KY,42261,8211,21031,BUTLER,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
ALDI,BOWLING GREEN,KY,42104,4159,21227,WARREN,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),501+ UNITS,5 TO 9,UNCODED / DATA CURRENTLY UNAVAILABLE,"<=$500,000"
IGA,MORGANTOWN,KY,42261,9431,21031,BUTLER,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),101-250 UNITS,20 TO 49,UNCODED / DATA CURRENTLY UNAVAILABLE,"$500,001 - $1,000,000"
J & J MARKET,MORGANTOWN,KY,42261,9622,21031,BUTLER,,GROCERY STORES (LIMITED CHANNEL DISTRIBUTOR),INDEPENDENT (1-9 UNITS),1 TO 4,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
JR FOOD STORES,MORGANTOWN,KY,42261,8803,21031,BUTLER,,CONVENIENCE STORES,INDEPENDENT (1-9 UNITS),10 TO 19,UNCODED / DATA CURRENTLY UNAVAILABLE,UNCODED
